"year","day","type","site","variable","value"
2014,12,"wd","tun","X7",150
2014,13,"wd","tun","X7",150
2014,14,"wd","tun","X7",150
2014,15,"wd","tun","X7",150
2014,16,"wd","tun","X7",150
2014,17,"wd","tun","X7",20
2014,18,"wd","tun","X7",130
2014,19,"wd","tun","X7",140
2014,20,"wd","tun","X7",150
2014,21,"wd","tun","X7",20
2014,22,"wd","tun","X7",290
2014,23,"wd","tun","X7",220
2014,24,"wd","tun","X7",220
2014,25,"wd","tun","X7",140
2014,26,"wd","tun","X7",100
2014,27,"wd","tun","X7",130
2014,28,"wd","tun","X7",150
2014,29,"wd","tun","X7",150
2014,30,"wd","tun","X7",160
2014,31,"wd","tun","X7",200
2015,1,"wd","tun","X7",150
2015,2,"wd","tun","X7",200
2015,3,"wd","tun","X7",150
2015,4,"wd","tun","X7",150
2015,5,"wd","tun","X7",150
2015,6,"wd","tun","X7",20
2015,7,"wd","tun","X7",20
2015,8,"wd","tun","X7",350
2015,9,"wd","tun","X7",350
2015,10,"wd","tun","X7",150
2015,11,"wd","tun","X7",300
2015,12,"wd","tun","X7",150
2015,13,"wd","tun","X7",150
2015,14,"wd","tun","X7",140
2015,15,"wd","tun","X7",150
2015,16,"wd","tun","X7",150
2015,17,"wd","tun","X7",160
2015,18,"wd","tun","X7",140
2015,19,"wd","tun","X7",20
2015,20,"wd","tun","X7",20
2015,21,"wd","tun","X7",210
2015,22,"wd","tun","X7",180
2015,23,"wd","tun","X7",160
2015,24,"wd","tun","X7",170
2015,25,"wd","tun","X7",160
2015,26,"wd","tun","X7",150
2015,27,"wd","tun","X7",150
2015,28,"wd","tun","X7",150
2015,29,"wd","tun","X7",150
2015,30,"wd","tun","X7",150
2015,31,"wd","tun","X7",150
2016,1,"wd","tun","X7",150
2016,2,"wd","tun","X7",150
2016,3,"wd","tun","X7",150
2016,4,"wd","tun","X7",150
2016,5,"wd","tun","X7",140
2016,6,"wd","tun","X7",20
2016,7,"wd","tun","X7",20
2016,8,"wd","tun","X7",300
2016,9,"wd","tun","X7",300
2016,10,"wd","tun","X7",150
2016,11,"wd","tun","X7",150
2016,12,"wd","tun","X7",150
2016,13,"wd","tun","X7",150
2016,14,"wd","tun","X7",160
2016,15,"wd","tun","X7",150
2016,16,"wd","tun","X7",220
2016,17,"wd","tun","X7",150
2016,18,"wd","tun","X7",150
2016,19,"wd","tun","X7",150
2016,20,"wd","tun","X7",150
2016,21,"wd","tun","X7",150
2016,22,"wd","tun","X7",150
2016,23,"wd","tun","X7",200
2016,24,"wd","tun","X7",160
2016,25,"wd","tun","X7",140
2016,26,"wd","tun","X7",150
2016,27,"wd","tun","X7",150
2016,28,"wd","tun","X7",220
2016,29,"wd","tun","X7",230
2016,30,"wd","tun","X7",10
2016,31,"wd","tun","X7",160
2014,1,"ws","tap","X7",7.2
2014,2,"ws","tap","X7",5.2
2014,3,"ws","tap","X7",4.1
2014,4,"ws","tap","X7",4.9
2014,5,"ws","tap","X7",4.5
2014,6,"ws","tap","X7",5.2
2014,7,"ws","tap","X7",5.3
2014,8,"ws","tap","X7",3.3
2014,9,"ws","tap","X7",5.3
2014,10,"ws","tap","X7",4.4
2014,11,"ws","tap","X7",5.8
2014,12,"ws","tap","X7",7.1
2014,13,"ws","tap","X7",4.3
2014,14,"ws","tap","X7",4
2014,15,"ws","tap","X7",5.5
2014,16,"ws","tap","X7",4.7
2014,17,"ws","tap","X7",15
2014,18,"ws","tap","X7",25.4
2014,19,"ws","tap","X7",19.1
2014,20,"ws","tap","X7",7.8
2014,21,"ws","tap","X7",3.6
2014,22,"ws","tap","X7",4.6
2014,23,"ws","tap","X7",13.4
2014,24,"ws","tap","X7",5.5
2014,25,"ws","tap","X7",5.3
2014,26,"ws","tap","X7",6.4
2014,27,"ws","tap","X7",11
2014,28,"ws","tap","X7",4.8
2014,29,"ws","tap","X7",5.5
2014,30,"ws","tap","X7",4.6
2014,31,"ws","tap","X7",5
2015,1,"ws","tap","X7",4.9
2015,2,"ws","tap","X7",5.4
2015,3,"ws","tap","X7",5.1
2015,4,"ws","tap","X7",7
2015,5,"ws","tap","X7",8.2
2015,6,"ws","tap","X7",7.7
2015,7,"ws","tap","X7",12.4
2015,8,"ws","tap","X7",12.8
2015,9,"ws","tap","X7",18
2015,10,"ws","tap","X7",9.1
2015,11,"ws","tap","X7",2.6
2015,12,"ws","tap","X7",1.2
2015,13,"ws","tap","X7",1.1
2015,14,"ws","tap","X7",2.5
2015,15,"ws","tap","X7",3.9
2015,16,"ws","tap","X7",3.8
2015,17,"ws","tap","X7",4.3
2015,18,"ws","tap","X7",9
2015,19,"ws","tap","X7",8.2
2015,20,"ws","tap","X7",9.1
2015,21,"ws","tap","X7",10.8
2015,22,"ws","tap","X7",5.8
2015,23,"ws","tap","X7",5.1
2015,24,"ws","tap","X7",6.7
2015,25,"ws","tap","X7",6
2015,26,"ws","tap","X7",7.6
2015,27,"ws","tap","X7",6.4
2015,28,"ws","tap","X7",6.1
2015,29,"ws","tap","X7",5.9
2015,30,"ws","tap","X7",5.9
2015,31,"ws","tap","X7",6.4
2016,1,"ws","tap","X7",8.9
2016,2,"ws","tap","X7",5.2
2016,3,"ws","tap","X7",6.9
2016,4,"ws","tap","X7",12.8
2016,5,"ws","tap","X7",11.8
2016,6,"ws","tap","X7",6.6
2016,7,"ws","tap","X7",4.8
2016,8,"ws","tap","X7",11.9
2016,9,"ws","tap","X7",7
2016,10,"ws","tap","X7",6.3
2016,11,"ws","tap","X7",4.6
2016,12,"ws","tap","X7",2.5
2016,13,"ws","tap","X7",5
2016,14,"ws","tap","X7",2.7
2016,15,"ws","tap","X7",5.3
2016,16,"ws","tap","X7",4.6
2016,17,"ws","tap","X7",4.8
2016,18,"ws","tap","X7",4.5
2016,19,"ws","tap","X7",5.8
2016,20,"ws","tap","X7",5.6
2016,21,"ws","tap","X7",5.9
2016,22,"ws","tap","X7",5.4
2016,23,"ws","tap","X7",5.1
2016,24,"ws","tap","X7",4.1
2016,25,"ws","tap","X7",5.7
2016,26,"ws","tap","X7",6
2016,27,"ws","tap","X7",5.5
2016,28,"ws","tap","X7",5
2016,29,"ws","tap","X7",8.8
2016,30,"ws","tap","X7",7.1
2016,31,"ws","tap","X7",7.2
2014,1,"wd","tap","X7",150
2014,2,"wd","tap","X7",160
2014,3,"wd","tap","X7",200
2014,4,"wd","tap","X7",130
2014,5,"wd","tap","X7",180
2014,6,"wd","tap","X7",270
2014,7,"wd","tap","X7",300
2014,8,"wd","tap","X7",300
2014,9,"wd","tap","X7",130
2014,10,"wd","tap","X7",160
2014,11,"wd","tap","X7",120
2014,12,"wd","tap","X7",160
2014,13,"wd","tap","X7",170
2014,14,"wd","tap","X7",190
2014,15,"wd","tap","X7",140
2014,16,"wd","tap","X7",130
2014,17,"wd","tap","X7",90
2014,18,"wd","tap","X7",120
2014,19,"wd","tap","X7",130
2014,20,"wd","tap","X7",130
2014,21,"wd","tap","X7",210
2014,22,"wd","tap","X7",300
2014,23,"wd","tap","X7",280
2014,24,"wd","tap","X7",220
2014,25,"wd","tap","X7",150
2014,26,"wd","tap","X7",80
2014,27,"wd","tap","X7",120
2014,28,"wd","tap","X7",130
2014,29,"wd","tap","X7",130
2014,30,"wd","tap","X7",130
2014,31,"wd","tap","X7",230
2015,1,"wd","tap","X7",200
2015,2,"wd","tap","X7",200
2015,3,"wd","tap","X7",190
2015,4,"wd","tap","X7",140
2015,5,"wd","tap","X7",130
2015,6,"wd","tap","X7",350
2015,7,"wd","tap","X7",350
2015,8,"wd","tap","X7",350
2015,9,"wd","tap","X7",340
2015,10,"wd","tap","X7",120
2015,11,"wd","tap","X7",300
2015,12,"wd","tap","X7",290
2015,13,"wd","tap","X7",120
2015,14,"wd","tap","X7",140
2015,15,"wd","tap","X7",130
2015,16,"wd","tap","X7",120
2015,17,"wd","tap","X7",120
2015,18,"wd","tap","X7",130
2015,19,"wd","tap","X7",120
2015,20,"wd","tap","X7",130
2015,21,"wd","tap","X7",270
2015,22,"wd","tap","X7",210
2015,23,"wd","tap","X7",180
2015,24,"wd","tap","X7",180
2015,25,"wd","tap","X7",170
2015,26,"wd","tap","X7",200
2015,27,"wd","tap","X7",170
2015,28,"wd","tap","X7",140
2015,29,"wd","tap","X7",210
2015,30,"wd","tap","X7",130
2015,31,"wd","tap","X7",130
2016,1,"wd","tap","X7",160
2016,2,"wd","tap","X7",170
2016,3,"wd","tap","X7",170
2016,4,"wd","tap","X7",150
2016,5,"wd","tap","X7",120
2016,6,"wd","tap","X7",70
2016,7,"wd","tap","X7",230
2016,8,"wd","tap","X7",290
2016,9,"wd","tap","X7",280
2016,10,"wd","tap","X7",280
2016,11,"wd","tap","X7",210
2016,12,"wd","tap","X7",200
2016,13,"wd","tap","X7",150
2016,14,"wd","tap","X7",200
2016,15,"wd","tap","X7",210
2016,16,"wd","tap","X7",210
2016,17,"wd","tap","X7",190
2016,18,"wd","tap","X7",190
2016,19,"wd","tap","X7",190
2016,20,"wd","tap","X7",170
2016,21,"wd","tap","X7",180
2016,22,"wd","tap","X7",120
2016,23,"wd","tap","X7",220
2016,24,"wd","tap","X7",220
2016,25,"wd","tap","X7",120
2016,26,"wd","tap","X7",130
2016,27,"wd","tap","X7",130
2016,28,"wd","tap","X7",220
2016,29,"wd","tap","X7",280
2016,30,"wd","tap","X7",280
2016,31,"wd","tap","X7",130
2014,1,"ws","tun","X8",8
2014,2,"ws","tun","X8",7.2
2014,3,"ws","tun","X8",6
2014,4,"ws","tun","X8",6.7
2014,5,"ws","tun","X8",7.3
2014,6,"ws","tun","X8",6.4
2014,7,"ws","tun","X8",6
2014,8,"ws","tun","X8",7.3
2014,9,"ws","tun","X8",8.5
2014,10,"ws","tun","X8",9.4
2014,11,"ws","tun","X8",8
2014,12,"ws","tun","X8",9
2014,13,"ws","tun","X8",6
2014,14,"ws","tun","X8",7.8
2014,15,"ws","tun","X8",6.5
2014,16,"ws","tun","X8",7.1
2014,17,"ws","tun","X8",7.2
2014,18,"ws","tun","X8",7.7
2014,19,"ws","tun","X8",9
2014,20,"ws","tun","X8",6.4
2014,21,"ws","tun","X8",8.5
2014,22,"ws","tun","X8",7
2014,23,"ws","tun","X8",8.5
2014,24,"ws","tun","X8",10.1
2014,25,"ws","tun","X8",7.6
2014,26,"ws","tun","X8",8.7
2014,27,"ws","tun","X8",7.7
2014,28,"ws","tun","X8",11
2014,29,"ws","tun","X8",7.8
2014,30,"ws","tun","X8",8
2014,31,"ws","tun","X8",7.5
2015,1,"ws","tun","X8",9
2015,2,"ws","tun","X8",9.2
2015,3,"ws","tun","X8",8.7
2015,4,"ws","tun","X8",7.2
2015,5,"ws","tun","X8",7.1
2015,6,"ws","tun","X8",6.3
2015,7,"ws","tun","X8",5.8
2015,8,"ws","tun","X8",11.5
2015,9,"ws","tun","X8",10.8
2015,10,"ws","tun","X8",8.3
2015,11,"ws","tun","X8",7
2015,12,"ws","tun","X8",7.2
2015,13,"ws","tun","X8",9.2
2015,14,"ws","tun","X8",6.5
2015,15,"ws","tun","X8",5.7
2015,16,"ws","tun","X8",6.8
2015,17,"ws","tun","X8",7.7
2015,18,"ws","tun","X8",9.4
2015,19,"ws","tun","X8",6.6
2015,20,"ws","tun","X8",4.6
2015,21,"ws","tun","X8",6.5
2015,22,"ws","tun","X8",6.5
2015,23,"ws","tun","X8",7.2
2015,24,"ws","tun","X8",5
2015,25,"ws","tun","X8",7.7
2015,26,"ws","tun","X8",8
2015,27,"ws","tun","X8",8.3
2015,28,"ws","tun","X8",6.5
2015,29,"ws","tun","X8",5.7
2015,30,"ws","tun","X8",4.9
2015,31,"ws","tun","X8",6.5
2016,1,"ws","tun","X8",5.8
2016,2,"ws","tun","X8",20.2
2016,3,"ws","tun","X8",9.4
2016,4,"ws","tun","X8",6.3
2016,5,"ws","tun","X8",5.3
2016,6,"ws","tun","X8",6.5
2016,7,"ws","tun","X8",6.3
2016,8,"ws","tun","X8",6.6
2016,9,"ws","tun","X8",5
2016,10,"ws","tun","X8",4.4
2016,11,"ws","tun","X8",4.5
2016,12,"ws","tun","X8",4.3
2016,13,"ws","tun","X8",6.5
2016,14,"ws","tun","X8",5.5
2016,15,"ws","tun","X8",5.3
2016,16,"ws","tun","X8",6
2016,17,"ws","tun","X8",7.3
2016,18,"ws","tun","X8",16.1
2016,19,"ws","tun","X8",12.3
2016,20,"ws","tun","X8",6.8
2016,21,"ws","tun","X8",5.3
2016,22,"ws","tun","X8",7.6
2016,23,"ws","tun","X8",7
2016,24,"ws","tun","X8",6.1
2016,25,"ws","tun","X8",6.8
2016,26,"ws","tun","X8",7.1
2016,27,"ws","tun","X8",6
2016,28,"ws","tun","X8",5.4
2016,29,"ws","tun","X8",8.3
2016,30,"ws","tun","X8",7.3
2016,31,"ws","tun","X8",5.9
2014,1,"wd","tun","X8",300
2014,2,"wd","tun","X8",160
2014,3,"wd","tun","X8",140
2014,4,"wd","tun","X8",150
2014,5,"wd","tun","X8",150
2014,6,"wd","tun","X8",150
2014,7,"wd","tun","X8",150
2014,8,"wd","tun","X8",150
2014,9,"wd","tun","X8",150
2014,10,"wd","tun","X8",220
2014,11,"wd","tun","X8",220
2014,12,"wd","tun","X8",150
2014,13,"wd","tun","X8",150
2014,14,"wd","tun","X8",160
2014,15,"wd","tun","X8",220
2014,16,"wd","tun","X8",220
2014,17,"wd","tun","X8",220
2014,18,"wd","tun","X8",220
2014,19,"wd","tun","X8",220
2014,20,"wd","tun","X8",150
2014,21,"wd","tun","X8",160
2014,22,"wd","tun","X8",160
2014,23,"wd","tun","X8",150
2014,24,"wd","tun","X8",150
2014,25,"wd","tun","X8",150
2014,26,"wd","tun","X8",10
2014,27,"wd","tun","X8",20
2014,28,"wd","tun","X8",130
2014,29,"wd","tun","X8",20
2014,30,"wd","tun","X8",160
2014,31,"wd","tun","X8",160
2015,1,"wd","tun","X8",150
2015,2,"wd","tun","X8",150
2015,3,"wd","tun","X8",150
2015,4,"wd","tun","X8",150
2015,5,"wd","tun","X8",150
2015,6,"wd","tun","X8",150
2015,7,"wd","tun","X8",300
2015,8,"wd","tun","X8",300
2015,9,"wd","tun","X8",300
2015,10,"wd","tun","X8",150
2015,11,"wd","tun","X8",150
2015,12,"wd","tun","X8",150
2015,13,"wd","tun","X8",150
2015,14,"wd","tun","X8",150
2015,15,"wd","tun","X8",160
2015,16,"wd","tun","X8",150
2015,17,"wd","tun","X8",150
2015,18,"wd","tun","X8",130
2015,19,"wd","tun","X8",150
2015,20,"wd","tun","X8",20
2015,21,"wd","tun","X8",20
2015,22,"wd","tun","X8",20
2015,23,"wd","tun","X8",20
2015,24,"wd","tun","X8",280
2015,25,"wd","tun","X8",20
2015,26,"wd","tun","X8",150
2015,27,"wd","tun","X8",150
2015,28,"wd","tun","X8",150
2015,29,"wd","tun","X8",160
2015,30,"wd","tun","X8",160
2015,31,"wd","tun","X8",160
2016,1,"wd","tun","X8",20
2016,2,"wd","tun","X8",150
2016,3,"wd","tun","X8",150
2016,4,"wd","tun","X8",130
2016,5,"wd","tun","X8",150
2016,6,"wd","tun","X8",290
2016,7,"wd","tun","X8",160
2016,8,"wd","tun","X8",140
2016,9,"wd","tun","X8",140
2016,10,"wd","tun","X8",160
2016,11,"wd","tun","X8",140
2016,12,"wd","tun","X8",140
2016,13,"wd","tun","X8",150
2016,14,"wd","tun","X8",20
2016,15,"wd","tun","X8",20
2016,16,"wd","tun","X8",20
2016,17,"wd","tun","X8",20
2016,18,"wd","tun","X8",130
2016,19,"wd","tun","X8",140
2016,20,"wd","tun","X8",150
2016,21,"wd","tun","X8",150
2016,22,"wd","tun","X8",150
2016,23,"wd","tun","X8",160
2016,24,"wd","tun","X8",160
2016,25,"wd","tun","X8",150
2016,26,"wd","tun","X8",160
2016,27,"wd","tun","X8",20
2016,28,"wd","tun","X8",20
2016,29,"wd","tun","X8",20
2016,30,"wd","tun","X8",20
2016,31,"wd","tun","X8",150
2014,1,"ws","tap","X8",6.3
2014,2,"ws","tap","X8",5.5
2014,3,"ws","tap","X8",4.7
2014,4,"ws","tap","X8",4
2014,5,"ws","tap","X8",6.2
2014,6,"ws","tap","X8",3.9
2014,7,"ws","tap","X8",3.2
2014,8,"ws","tap","X8",4.1
2014,9,"ws","tap","X8",4.3
2014,10,"ws","tap","X8",5.8
2014,11,"ws","tap","X8",3.2
2014,12,"ws","tap","X8",4
2014,13,"ws","tap","X8",6.9
2014,14,"ws","tap","X8",4.8
2014,15,"ws","tap","X8",3.7
2014,16,"ws","tap","X8",5.3
2014,17,"ws","tap","X8",5.1
2014,18,"ws","tap","X8",5.3
2014,19,"ws","tap","X8",5.5
2014,20,"ws","tap","X8",3.6
2014,21,"ws","tap","X8",5.7
2014,22,"ws","tap","X8",3.8
2014,23,"ws","tap","X8",3.9
2014,24,"ws","tap","X8",5.4
2014,25,"ws","tap","X8",5.5
2014,26,"ws","tap","X8",7
2014,27,"ws","tap","X8",14.1
2014,28,"ws","tap","X8",10.2
2014,29,"ws","tap","X8",4.4
2014,30,"ws","tap","X8",6.1
2014,31,"ws","tap","X8",10.3
2015,1,"ws","tap","X8",7.3
2015,2,"ws","tap","X8",5.7
2015,3,"ws","tap","X8",4.9
2015,4,"ws","tap","X8",5.1
2015,5,"ws","tap","X8",4.5
2015,6,"ws","tap","X8",4.3
2015,7,"ws","tap","X8",3.4
2015,8,"ws","tap","X8",14.9
2015,9,"ws","tap","X8",15
2015,10,"ws","tap","X8",4.6
2015,11,"ws","tap","X8",3.6
2015,12,"ws","tap","X8",4.3
2015,13,"ws","tap","X8",4
2015,14,"ws","tap","X8",3.8
2015,15,"ws","tap","X8",3.7
2015,16,"ws","tap","X8",3
2015,17,"ws","tap","X8",4.1
2015,18,"ws","tap","X8",4.8
2015,19,"ws","tap","X8",4.1
2015,20,"ws","tap","X8",4.2
2015,21,"ws","tap","X8",7.5
2015,22,"ws","tap","X8",7.7
2015,23,"ws","tap","X8",5.5
2015,24,"ws","tap","X8",4.8
2015,25,"ws","tap","X8",6.6
2015,26,"ws","tap","X8",6.4
2015,27,"ws","tap","X8",5.5
2015,28,"ws","tap","X8",4.8
2015,29,"ws","tap","X8",3.7
2015,30,"ws","tap","X8",3.1
2015,31,"ws","tap","X8",5.2
2016,1,"ws","tap","X8",9.1
2016,2,"ws","tap","X8",21.8
2016,3,"ws","tap","X8",9.5
2016,4,"ws","tap","X8",3.8
2016,5,"ws","tap","X8",3.6
2016,6,"ws","tap","X8",4.3
2016,7,"ws","tap","X8",5.3
2016,8,"ws","tap","X8",5
2016,9,"ws","tap","X8",3.2
2016,10,"ws","tap","X8",4.8
2016,11,"ws","tap","X8",3
2016,12,"ws","tap","X8",3.7
2016,13,"ws","tap","X8",8
2016,14,"ws","tap","X8",7.6
2016,15,"ws","tap","X8",3.1
2016,16,"ws","tap","X8",5.8
2016,17,"ws","tap","X8",12.4
2016,18,"ws","tap","X8",21.2
2016,19,"ws","tap","X8",6.3
2016,20,"ws","tap","X8",3.3
2016,21,"ws","tap","X8",5.9
2016,22,"ws","tap","X8",6.6
2016,23,"ws","tap","X8",5.9
2016,24,"ws","tap","X8",5.8
2016,25,"ws","tap","X8",4.6
2016,26,"ws","tap","X8",5
2016,27,"ws","tap","X8",4.6
2016,28,"ws","tap","X8",6.9
2016,29,"ws","tap","X8",8.9
2016,30,"ws","tap","X8",4.4
2016,31,"ws","tap","X8",2.9
2014,1,"wd","tap","X8",280
2014,2,"wd","tap","X8",120
2014,3,"wd","tap","X8",120
2014,4,"wd","tap","X8",120
2014,5,"wd","tap","X8",130
2014,6,"wd","tap","X8",220
2014,7,"wd","tap","X8",210
2014,8,"wd","tap","X8",210
2014,9,"wd","tap","X8",230
2014,10,"wd","tap","X8",270
2014,11,"wd","tap","X8",120
2014,12,"wd","tap","X8",120
2014,13,"wd","tap","X8",130
2014,14,"wd","tap","X8",130
2014,15,"wd","tap","X8",110
2014,16,"wd","tap","X8",220
2014,17,"wd","tap","X8",210
2014,18,"wd","tap","X8",230
2014,19,"wd","tap","X8",290
2014,20,"wd","tap","X8",130
2014,21,"wd","tap","X8",130
2014,22,"wd","tap","X8",120
2014,23,"wd","tap","X8",140
2014,24,"wd","tap","X8",120
2014,25,"wd","tap","X8",130
2014,26,"wd","tap","X8",130
2014,27,"wd","tap","X8",90
2014,28,"wd","tap","X8",120
2014,29,"wd","tap","X8",130
2014,30,"wd","tap","X8",130
2014,31,"wd","tap","X8",120
2015,1,"wd","tap","X8",130
2015,2,"wd","tap","X8",130
2015,3,"wd","tap","X8",130
2015,4,"wd","tap","X8",130
2015,5,"wd","tap","X8",210
2015,6,"wd","tap","X8",210
2015,7,"wd","tap","X8",300
2015,8,"wd","tap","X8",290
2015,9,"wd","tap","X8",280
2015,10,"wd","tap","X8",200
2015,11,"wd","tap","X8",200
2015,12,"wd","tap","X8",190
2015,13,"wd","tap","X8",200
2015,14,"wd","tap","X8",200
2015,15,"wd","tap","X8",170
2015,16,"wd","tap","X8",350
2015,17,"wd","tap","X8",350
2015,18,"wd","tap","X8",350
2015,19,"wd","tap","X8",350
2015,20,"wd","tap","X8",350
2015,21,"wd","tap","X8",340
2015,22,"wd","tap","X8",340
2015,23,"wd","tap","X8",340
2015,24,"wd","tap","X8",340
2015,25,"wd","tap","X8",340
2015,26,"wd","tap","X8",340
2015,27,"wd","tap","X8",340
2015,28,"wd","tap","X8",340
2015,29,"wd","tap","X8",350
2015,30,"wd","tap","X8",340
2015,31,"wd","tap","X8",340
2016,1,"wd","tap","X8",340
2016,2,"wd","tap","X8",170
2016,3,"wd","tap","X8",130
2016,4,"wd","tap","X8",120
2016,5,"wd","tap","X8",110
2016,6,"wd","tap","X8",280
2016,7,"wd","tap","X8",120
2016,8,"wd","tap","X8",120
2016,9,"wd","tap","X8",270
2016,10,"wd","tap","X8",130
2016,11,"wd","tap","X8",130
2016,12,"wd","tap","X8",130
2016,13,"wd","tap","X8",120
2016,14,"wd","tap","X8",80
2016,15,"wd","tap","X8",340
2016,16,"wd","tap","X8",340
2016,17,"wd","tap","X8",100
2016,18,"wd","tap","X8",120
2016,19,"wd","tap","X8",130
2016,20,"wd","tap","X8",130
2016,21,"wd","tap","X8",130
2016,22,"wd","tap","X8",130
2016,23,"wd","tap","X8",130
2016,24,"wd","tap","X8",130
2016,25,"wd","tap","X8",200
2016,26,"wd","tap","X8",120
2016,27,"wd","tap","X8",130
2016,28,"wd","tap","X8",350
2016,29,"wd","tap","X8",350
2016,30,"wd","tap","X8",350
2016,31,"wd","tap","X8",190
2014,1,"ws","tun","X9",9.7
2014,2,"ws","tun","X9",5.8
2014,3,"ws","tun","X9",6.3
2014,4,"ws","tun","X9",5.4
2014,5,"ws","tun","X9",9.3
2014,6,"ws","tun","X9",6.8
2014,7,"ws","tun","X9",8.3
2014,8,"ws","tun","X9",11
2014,9,"ws","tun","X9",10.4
2014,10,"ws","tun","X9",7.6
2014,11,"ws","tun","X9",7.4
2014,12,"ws","tun","X9",6.2
2014,13,"ws","tun","X9",10.2
2014,14,"ws","tun","X9",4.7
2014,15,"ws","tun","X9",9.2
2014,16,"ws","tun","X9",22.3
2014,17,"ws","tun","X9",16.5
2014,18,"ws","tun","X9",6.2
2014,19,"ws","tun","X9",6.4
2014,20,"ws","tun","X9",9.9
2014,21,"ws","tun","X9",7.1
2014,22,"ws","tun","X9",7.6
2014,23,"ws","tun","X9",8.2
2014,24,"ws","tun","X9",5.3
2014,25,"ws","tun","X9",7.3
2014,26,"ws","tun","X9",8.8
2014,27,"ws","tun","X9",9.3
2014,28,"ws","tun","X9",8.7
2014,29,"ws","tun","X9",6.5
2014,30,"ws","tun","X9",4.2
2014,31,"ws","tun","X9",-999999
2015,1,"ws","tun","X9",5.4
2015,2,"ws","tun","X9",5.9
2015,3,"ws","tun","X9",6.1
2015,4,"ws","tun","X9",7.5
2015,5,"ws","tun","X9",7.1
2015,6,"ws","tun","X9",7.7
2015,7,"ws","tun","X9",6.2
2015,8,"ws","tun","X9",9.7
2015,9,"ws","tun","X9",9.2
2015,10,"ws","tun","X9",10.7
2015,11,"ws","tun","X9",9.8
2015,12,"ws","tun","X9",6.3
2015,13,"ws","tun","X9",7.8
2015,14,"ws","tun","X9",9.8
2015,15,"ws","tun","X9",8.4
2015,16,"ws","tun","X9",8
2015,17,"ws","tun","X9",8.5
2015,18,"ws","tun","X9",8.2
2015,19,"ws","tun","X9",8.4
2015,20,"ws","tun","X9",8.8
2015,21,"ws","tun","X9",6.1
2015,22,"ws","tun","X9",9.7
2015,23,"ws","tun","X9",7.2
2015,24,"ws","tun","X9",6.2
2015,25,"ws","tun","X9",7.7
2015,26,"ws","tun","X9",4.9
2015,27,"ws","tun","X9",6.9
2015,28,"ws","tun","X9",8.5
2015,29,"ws","tun","X9",8
2015,30,"ws","tun","X9",10
2015,31,"ws","tun","X9",-999999
2016,1,"ws","tun","X9",-999999
2016,2,"ws","tun","X9",-999999
2016,3,"ws","tun","X9",-999999
2016,4,"ws","tun","X9",-999999
2016,5,"ws","tun","X9",-999999
2016,6,"ws","tun","X9",-999999
2016,7,"ws","tun","X9",-999999
2016,8,"ws","tun","X9",-999999
2016,9,"ws","tun","X9",-999999
2016,10,"ws","tun","X9",-999999
2016,11,"ws","tun","X9",-999999
2016,12,"ws","tun","X9",-999999
2016,13,"ws","tun","X9",-999999
2016,14,"ws","tun","X9",-999999
2016,15,"ws","tun","X9",-999999
2016,16,"ws","tun","X9",-999999
2016,17,"ws","tun","X9",-999999
2016,18,"ws","tun","X9",-999999
2016,19,"ws","tun","X9",-999999
2016,20,"ws","tun","X9",-999999
2016,21,"ws","tun","X9",-999999
2016,22,"ws","tun","X9",-999999
2016,23,"ws","tun","X9",-999999
2016,24,"ws","tun","X9",-999999
2016,25,"ws","tun","X9",-999999
2016,26,"ws","tun","X9",-999999
2016,27,"ws","tun","X9",-999999
2016,28,"ws","tun","X9",-999999
2016,29,"ws","tun","X9",-999999
2016,30,"ws","tun","X9",-999999
2016,31,"ws","tun","X9",-999999
2014,1,"wd","tun","X9",150
2014,2,"wd","tun","X9",150
2014,3,"wd","tun","X9",230
2014,4,"wd","tun","X9",10
2014,5,"wd","tun","X9",150
2014,6,"wd","tun","X9",20
2014,7,"wd","tun","X9",20
2014,8,"wd","tun","X9",130
2014,9,"wd","tun","X9",150
2014,10,"wd","tun","X9",140
2014,11,"wd","tun","X9",150
2014,12,"wd","tun","X9",20
2014,13,"wd","tun","X9",160
2014,14,"wd","tun","X9",20
2014,15,"wd","tun","X9",20
2014,16,"wd","tun","X9",130
2014,17,"wd","tun","X9",140
2014,18,"wd","tun","X9",140
2014,19,"wd","tun","X9",300
2014,20,"wd","tun","X9",10
2014,21,"wd","tun","X9",350
2014,22,"wd","tun","X9",20
2014,23,"wd","tun","X9",20
2014,24,"wd","tun","X9",20
2014,25,"wd","tun","X9",140
2014,26,"wd","tun","X9",140
2014,27,"wd","tun","X9",150
2014,28,"wd","tun","X9",150
2014,29,"wd","tun","X9",150
2014,30,"wd","tun","X9",20
2014,31,"wd","tun","X9",-999999
2015,1,"wd","tun","X9",160
2015,2,"wd","tun","X9",280
2015,3,"wd","tun","X9",160
2015,4,"wd","tun","X9",150
2015,5,"wd","tun","X9",150
2015,6,"wd","tun","X9",220
2015,7,"wd","tun","X9",20
2015,8,"wd","tun","X9",140
2015,9,"wd","tun","X9",140
2015,10,"wd","tun","X9",140
2015,11,"wd","tun","X9",150
2015,12,"wd","tun","X9",150
2015,13,"wd","tun","X9",20
2015,14,"wd","tun","X9",20
2015,15,"wd","tun","X9",100
2015,16,"wd","tun","X9",20
2015,17,"wd","tun","X9",20
2015,18,"wd","tun","X9",160
2015,19,"wd","tun","X9",150
